tic_id,period,FAP
63210277,8.446098940350453,3.66464719074216e-90
184089663,9.589298044523305,5.1087705401582684e-58
63209318,2.675992925571228,7.053075173177759e-131
267746802,8.297670806128009,0.0
298964604,11.730767968222926,1.2046922592393785e-12
121939266,11.187421624481619,5.681389116021461e-220
417676374,6.950784484821344,0.00012376581884289731
272596433,1.4225103573135132,0.0
159721038,1.1626755917972937,0.0
271959015,1.8386113916592406,1.2619246990661822e-160
267673950,13.815084639095275,0.0
164652676,1.4592261280113878,0.0
272598447,1.3860367214853258,0.0
298969635,9.589284793590878,1.8936873853524384e-213
424865046,3.1036527062780856,0.0
399826070,5.369984002733053,4.49753238537527e-07
267672881,3.6283840314059814,2.2656435704760563e-24
270696609,2.836338399714825,0.0
137403018,2.9833231484493705,7.484457345585143e-278
122224359,0.5264672470073973,1.035668009032195e-62
159448893,6.712481832184608,0.0
120693506,1.091451078058086,0.0
350814367,8.604304778211096,0.000762029792492073
137975419,4.794630562866148,0.008999642264975188
267672347,6.945908833947946,0.0
120963587,0.9132553796596576,0.0
273872616,4.9141358555495005,0.0
158322401,8.375721152890264,5.05118124869677e-28
399827186,6.950188479399821,0.0
63363436,4.794648231593734,1.1633936514761371e-157
268303870,5.005129925957253,1.1976579730215812e-21
121276964,13.42486974409644,1.043614252953555e-140
138221966,4.826339140075951,4.581078010605399e-07
122714010,6.392831427117688,0.0
267667537,6.102240485695244,0.0
267673203,0.23803231737855532,0.9999999388614761
270619467,5.433565160404706,1.875655139579264e-114
170652272,3.72918760697966,5.1400259993063e-41
417679508,9.589312554612174,1.2702570177764914e-167
299218902,5.5937535252891735,1.0856047664640065e-12
164413746,0.23146490523817673,1.0236084528665211e-129
417678591,6.589892901322371,0.0
164833828,0.3536191376575765,2.3365131888357407e-276
120629872,7.0657058963250785,0.0
416266231,0.4358770036306724,0.0
120890382,12.204408079630038,1.1586277758821848e-31
63366156,8.190160391088394,1.8498100918728918e-17
184087603,14.91668260085968,1.745311155378206e-74
273374778,2.2336971911958368,1.659723218968824e-195
275574079,0.16223033973459905,9.93114287059623e-10
272078312,6.756922986723567,1.6110707276448041e-15
122300895,6.102242605988666,2.2275081443595566e-297
299032942,7.536764532410558,1.5345905174560793e-51
270520275,7.722165979496432,0.0
270517307,4.830220727527225,1.6810987079472803e-10
158559688,11.84834338976652,0.00010682122104378779
27778168,6.1023200385552006,2.186141674413948e-08
267745242,4.475009255961368,0.0
164670606,1.9964831827646603,0.0
137408433,3.5328876486595933,0.0
169561298,3.532907762378092,2.0771046751303134e-23
27773745,4.359311566035572,0.0
399867682,1.6672051202969376,0.0
123201168,8.219168230650359,0.0
159172010,7.538061031716623,3.349739585413151e-18
350812983,10.326875436218975,3.0702919893187543e-31
121327452,1.5084140820369631,0.0
26538131,0.14269044056865196,6.827327190418458e-126
270696968,4.430758300682921,5.317585040922413e-06
27843903,0.7926038221223513,0.0
424814835,4.494234417545613,1.7397510229614486e-08
158317151,3.3562250212390268,2.653939392476589e-76
172769303,13.513828829219335,2.338850355045358e-32
164523042,11.726011576195576,4.68478418513574e-176
240178277,7.667640660167864,3.6889506115539207e-78
159098206,6.8536560128553745,0.0
164778770,3.6266013436127964,0.0
121022767,2.856352428947977,1.1377957227268828e-114
270701667,7.7221618446902935,0.0
123230837,4.197856744092079,0.0
272280783,10.811085490768164,1.5443858197656852e-59
271426558,3.9485446525267944,9.426178636142397e-08
121327929,8.949924715942718,1.0697020557475847e-271
394177220,4.972191687013997,0.0
120043827,0.18151156698950982,7.136593314942874e-48
184419029,0.191239721260672,1.834729192545692e-129
240177177,6.861074270748124,2.3549352552092567e-14
121108497,6.712440405210259,5.815668008837603e-85
48305562,12.933100607053753,4.103836647726462e-07
272607848,8.446138997080084,0.0
290033328,8.033596274567003,0.0
172422313,7.505489137457209,2.2785800025109663e-75
271548021,7.304773265859201,0.0
164654552,0.20106329294285719,0.0
27533798,0.18626985401300805,6.14608593359052e-231
27006550,0.9389967127599032,0.06483834994128054
169456040,31.906898019581433,0.008122767240901798
164729491,10.924855296795927,0.0
271969239,0.2896850902630433,1.4952048042877455e-44
184296177,22.375043727206883,2.154497405108973e-54
123199213,7.035608002428535,3.1638368300054555e-196
121107718,12.204435274355049,0.0
237158768,7.09234610020293,1.8495705794292748e-25
270608640,11.751089008026296,1.1330873145410981e-18
172423418,15.015364887267612,3.937126489105403e-38
171098521,2.034102324341837,0.0
158273158,5.941892222295906,4.305085020898527e-128
164668179,5.531137245960994,1.657164552827266e-89
26960898,14.507264919348396,3.369622724199176e-92
271432402,8.190174530117282,2.4138435103973964e-278
273377737,4.6599540899111656,0.00043497247830723897
121456902,4.330606762872145,0.0
164725641,7.852239500110292,0.009121924612522363
121123220,2.6323282399979084,3.7967800518931017e-295
139034088,7.065793525875362,4.517819408172535e-18
123314471,3.7989243030929325,0.00040081867359944976
48131885,8.580008671123933,7.577035285004143e-28
121214976,10.32682962464063,1.832977520942643e-17
298787492,1.636851226392557,0.0
406948535,4.438998549232923,0.36630718134712514
377782358,1.0093941301523017,0.0
164410488,9.16094693870838,3.623140627515505e-141
121658841,10.32684784838466,0.0
122063708,4.195286712816895,7.572673491489612e-15
159171617,4.022612580673089,3.9207425720244927e-283
122447460,2.486099192042822,0.0
272279823,4.914127818849506,8.339682914453733e-53
123229796,7.748466735791492,0.0
123495703,14.780687209204284,0.0
122139660,5.836924167810949,0.0
123125314,11.27501300851255,0.0
27911635,2.6240568347133624,0.0
123206318,9.367433663893596,7.504159737092819e-209
299218364,11.648352331596017,1.5066587744394838e-23
267671122,15.136753588241097,4.3500987690152226e-284
271040165,7.112538440837613,0.0
351910775,0.9006152484174239,0.0
120765034,2.9184473373741975,0.0
271769821,5.0051141229869245,5.559856456997387e-119
27006972,2.3930878880978397,1.0862074384870718e-60
27083004,7.0515985174954245,8.843198927484399e-292
158112034,4.7796237063522105,1.7390124111851977e-74
158412633,6.237239017431692,0.0
120577867,7.817340504653973,0.0
27007362,10.86860452323549,1.0364400685025006e-39
298784838,7.3287556293129885,0.0
271427268,5.005116030322622,4.042683324964057e-10
137219948,4.330625308095787,1.6491962035724887e-221
158276907,5.180655468550933,2.113913503977131e-07
122684761,13.424933067163012,2.3878138015102237e-43
399827121,9.526648616032979,0.0
122598239,10.326885108630764,2.0355581721954058e-39
120637232,7.065705912561953,0.0
271355239,3.9485463085689876,0.0
48504458,12.2044920866725,0.0
272272592,1.21746124508595,0.0
63120378,4.490327040582189,0.0
243271623,7.614291933342534,0.0
399954267,3.6283711990709104,0.0
159306676,7.897034695242436,2.027687924659453e-28
164677569,9.020008574803017,3.165070889741165e-95
243271721,16.781201097969927,1.7315699329887854e-10
27776588,13.513881391586438,9.977250895482932e-284
27457630,6.068625084429896,3.789791193292233e-13
275489439,6.435140139906902,1.102962520907882e-34
272280786,9.652754823558617,5.057157516177438e-72
270705470,4.033959373274812,0.0
122300184,3.62836111025168,0.0
123414877,0.13005764557658897,4.257806984207306e-109
121460929,5.36996008464639,9.414129591912307e-05
